Order_ID,Order_Date,Process_Path,Process_Step,Duration_Minutes,Employees,Hourly_Wage,Units_Processed,Target_Time,Status
ORD-104,2026-08-21,Priority Order,Item Picking,4.5,2,20.0,9,4.5,Completed
ORD-104,2026-08-21,Priority Order,Quality Check,2.1,1,20.0,9,2.0,Completed
ORD-104,2026-08-21,Priority Order,Packing,4.1,1,20.0,9,3.5,Completed
ORD-104,2026-08-21,Priority Order,Labeling,1.0,1,20.0,9,1.2,Completed
ORD-104,2026-08-21,Priority Order,Staging for Shipment,1.1,2,20.0,9,1.5,Completed
ORD-105,2026-08-07,Priority Order,Order Received,1.3,1,20.0,5,1.0,Completed
ORD-105,2026-08-07,Priority Order,Item Picking,4.1,2,20.0,5,4.5,Completed
ORD-105,2026-08-07,Priority Order,Quality Check,2.4,1,20.0,5,2.0,Completed
ORD-105,2026-08-07,Priority Order,Packing,4.7,1,20.0,5,3.5,Completed
ORD-105,2026-08-07,Priority Order,Labeling,1.5,1,20.0,5,1.2,Completed
ORD-105,2026-08-07,Priority Order,Staging for Shipment,1.9,1,20.0,5,1.5,Completed
ORD-106,2026-08-28,Priority Order,Order Received,1.0,1,20.0,10,1.0,Completed
ORD-106,2026-08-28,Priority Order,Item Picking,4.9,2,20.0,10,4.5,Completed
ORD-106,2026-08-28,Priority Order,Quality Check,2.1,1,20.0,10,2.0,Completed
ORD-106,2026-08-28,Priority Order,Packing,3.1,2,20.0,10,3.5,Completed
ORD-106,2026-08-28,Priority Order,Labeling,1.2,1,20.0,10,1.2,Completed
ORD-106,2026-08-28,Priority Order,Staging for Shipment,1.6,1,20.0,10,1.5,Completed
ORD-107,2026-08-08,Priority Order,Order Received,0.9,1,20.0,2,1.0,Completed
ORD-107,2026-08-08,Priority Order,Item Picking,2.1,2,20.0,2,4.5,Completed
ORD-107,2026-08-08,Priority Order,Quality Check,1.8,1,20.0,2,2.0,Completed
ORD-107,2026-08-08,Priority Order,Packing,1.9,2,20.0,2,3.5,Completed
ORD-107,2026-08-08,Priority Order,Labeling,1.2,1,20.0,2,1.2,Completed
ORD-107,2026-08-08,Priority Order,Staging for Shipment,1.3,1,20.0,2,1.5,Completed
ORD-108,2026-08-25,Priority Order,Order Received,0.9,1,20.0,6,1.0,Completed
ORD-108,2026-08-25,Priority Order,Item Picking,4.3,1,20.0,6,4.5,Completed
ORD-108,2026-08-25,Priority Order,Quality Check,1.9,1,20.0,6,2.0,Completed
ORD-108,2026-08-25,Priority Order,Packing,3.2,1,20.0,6,3.5,Completed
ORD-108,2026-08-25,Priority Order,Labeling,1.2,1,20.0,6,1.2,Completed
ORD-108,2026-08-25,Priority Order,Staging for Shipment,1.4,1,20.0,6,1.5,Completed
ORD-109,2026-08-24,Priority Order,Order Received,1.3,1,20.0,6,1.0,Completed
ORD-109,2026-08-24,Priority Order,Item Picking,4.7,2,20.0,6,4.5,Completed
ORD-109,2026-08-24,Priority Order,Quality Check,2.8,1,20.0,6,2.0,Completed
ORD-109,2026-08-24,Priority Order,Packing,3.6,2,20.0,6,3.5,Completed
ORD-109,2026-08-24,Priority Order,Labeling,1.4,1,20.0,6,1.2,Completed
ORD-109,2026-08-24,Priority Order,Staging for Shipment,1.9,1,20.0,6,1.5,Completed
ORD-110,2026-08-09,Priority Order,Order Received,1.1,1,20.0,5,1.0,Completed
ORD-110,2026-08-09,Priority Order,Item Picking,4.9,1,20.0,5,4.5,Completed
ORD-110,2026-08-09,Priority Order,Quality Check,1.9,1,20.0,5,2.0,Completed
ORD-110,2026-08-09,Priority Order,Packing,2.4,2,20.0,5,3.5,Completed
ORD-110,2026-08-09,Priority Order,Labeling,1.3,1,20.0,5,1.2,Completed
ORD-110,2026-08-09,Priority Order,Staging for Shipment,1.1,2,20.0,5,1.5,Completed
ORD-111,2026-08-12,Priority Order,Order Received,1.1,1,20.0,9,1.0,Completed
ORD-111,2026-08-12,Priority Order,Item Picking,5.8,2,20.0,9,4.5,Completed
ORD-111,2026-08-12,Priority Order,Quality Check,2.4,1,20.0,9,2.0,Completed
ORD-111,2026-08-12,Priority Order,Packing,4.9,1,20.0,9,3.5,Completed
ORD-111,2026-08-12,Priority Order,Labeling,1.3,1,20.0,9,1.2,Completed
ORD-111,2026-08-12,Priority Order,Staging for Shipment,1.3,2,20.0,9,1.5,Completed
ORD-112,2026-08-04,Priority Order,Order Received,0.8,1,20.0,2,1.0,Completed
ORD-112,2026-08-04,Priority Order,Item Picking,2.1,2,20.0,2,4.5,Completed
ORD-112,2026-08-04,Priority Order,Quality Check,1.8,1,20.0,2,2.0,Completed
ORD-112,2026-08-04,Priority Order,Packing,2.7,1,20.0,2,3.5,Completed
ORD-112,2026-08-04,Priority Order,Labeling,1.1,1,20.0,2,1.2,Completed
ORD-112,2026-08-04,Priority Order,Staging for Shipment,1.0,1,20.0,2,1.5,Completed
ORD-113,2026-08-21,Priority Order,Order Received,0.8,1,20.0,10,1.0,Completed
ORD-113,2026-08-21,Priority Order,Item Picking,4.4,2,20.0,10,4.5,Completed
ORD-113,2026-08-21,Priority Order,Quality Check,2.2,1,20.0,10,2.0,Completed
ORD-113,2026-08-21,Priority Order,Packing,4.3,1,20.0,10,3.5,Completed
ORD-113,2026-08-21,Priority Order,Labeling,1.0,1,20.0,10,1.2,Completed
ORD-113,2026-08-21,Priority Order,Staging for Shipment,1.5,1,20.0,10,1.5,Completed
ORD-114,2026-08-16,Priority Order,Order Received,1.0,1,20.0,3,1.0,Completed
ORD-114,2026-08-16,Priority Order,Item Picking,2.5,2,20.0,3,4.5,Completed
ORD-114,2026-08-16,Priority Order,Quality Check,2.3,1,20.0,3,2.0,Completed
ORD-114,2026-08-16,Priority Order,Packing,2.5,2,20.0,3,3.5,Completed
ORD-114,2026-08-16,Priority Order,Labeling,1.3,1,20.0,3,1.2,Completed
ORD-114,2026-08-16,Priority Order,Staging for Shipment,1.4,1,20.0,3,1.5,Completed
ORD-115,2026-08-14,Priority Order,Order Received,1.0,1,20.0,1,1.0,Completed
ORD-115,2026-08-14,Priority Order,Item Picking,2.5,1,20.0,1,4.5,Completed
ORD-115,2026-08-14,Priority Order,Quality Check,1.7,1,20.0,1,2.0,Completed
ORD-115,2026-08-14,Priority Order,Packing,2.5,1,20.0,1,3.5,Completed
ORD-115,2026-08-14,Priority Order,Labeling,1.1,1,20.0,1,1.2,Completed
ORD-115,2026-08-14,Priority Order,Staging for Shipment,0.9,2,20.0,1,1.5,Completed
ORD-116,2026-08-11,Priority Order,Order Received,0.8,1,20.0,7,1.0,Completed
ORD-116,2026-08-11,Priority Order,Item Picking,4.7,1,20.0,7,4.5,Completed
ORD-116,2026-08-11,Priority Order,Quality Check,1.9,1,20.0,7,2.0,Completed
ORD-116,2026-08-11,Priority Order,Packing,3.6,1,20.0,7,3.5,Completed
ORD-116,2026-08-11,Priority Order,Labeling,1.2,1,20.0,7,1.2,Completed
ORD-116,2026-08-11,Priority Order,Staging for Shipment,1.2,1,20.0,7,1.5,Completed
ORD-117,2026-08-14,Priority Order,Order Received,1.1,1,20.0,6,1.0,Completed
ORD-117,2026-08-14,Priority Order,Item Picking,4.2,2,20.0,6,4.5,Completed
ORD-117,2026-08-14,Priority Order,Quality Check,2.3,1,20.0,6,2.0,Completed
ORD-117,2026-08-14,Priority Order,Packing,3.2,2,20.0,6,3.5,Completed
ORD-117,2026-08-14,Priority Order,Labeling,1.3,1,20.0,6,1.2,Completed
ORD-117,2026-08-14,Priority Order,Staging for Shipment,1.9,1,20.0,6,1.5,Completed
ORD-118,2026-08-02,Priority Order,Order Received,0.9,1,20.0,8,1.0,Completed
ORD-118,2026-08-02,Priority Order,Item Picking,4.3,2,20.0,8,4.5,Completed
ORD-118,2026-08-02,Priority Order,Quality Check,2.4,1,20.0,8,2.0,Completed
ORD-118,2026-08-02,Priority Order,Packing,2.5,2,20.0,8,3.5,Completed
ORD-118,2026-08-02,Priority Order,Labeling,1.2,1,20.0,8,1.2,Completed
ORD-118,2026-08-02,Priority Order,Staging for Shipment,1.4,1,20.0,8,1.5,Completed
ORD-119,2026-08-21,Priority Order,Order Received,1.1,1,20.0,9,1.0,Completed
ORD-119,2026-08-21,Priority Order,Item Picking,5.5,2,20.0,9,4.5,Completed
ORD-119,2026-08-21,Priority Order,Quality Check,2.7,1,20.0,9,2.0,Completed
ORD-119,2026-08-21,Priority Order,Packing,5.7,1,20.0,9,3.5,Completed
ORD-119,2026-08-21,Priority Order,Labeling,1.4,1,20.0,9,1.2,Completed
ORD-119,2026-08-21,Priority Order,Staging for Shipment,2.2,1,20.0,9,1.5,Completed
ORD-120,2026-08-29,Priority Order,Order Received,1.4,1,20.0,6,1.0,Completed
ORD-120,2026-08-29,Priority Order,Item Picking,4.3,2,20.0,6,4.5,Completed
ORD-120,2026-08-29,Priority Order,Quality Check,2.6,1,20.0,6,2.0,Completed
ORD-120,2026-08-29,Priority Order,Packing,5.4,1,20.0,6,3.5,Completed
ORD-120,2026-08-29,Priority Order,Labeling,1.6,1,20.0,6,1.2,Completed
ORD-120,2026-08-29,Priority Order,Staging for Shipment,2.0,1,20.0,6,1.5,Completed
ORD-121,2026-08-05,Bulk Order,Order Received,2.4,1,20.0,50,2.0,Completed
ORD-121,2026-08-05,Bulk Order,Item Picking,11.4,3,20.0,50,16.0,Completed
ORD-121,2026-08-05,Bulk Order,Quality Check,5.0,1,20.0,50,5.0,Completed
ORD-121,2026-08-05,Bulk Order,Packing,7.4,3,20.0,50,11.0,Completed
ORD-121,2026-08-05,Bulk Order,Labeling,2.6,1,20.0,50,2.5,Completed
ORD-121,2026-08-05,Bulk Order,Staging for Shipment,3.1,2,20.0,50,4.0,Completed
ORD-122,2026-08-19,Bulk Order,Order Received,2.1,1,20.0,62,2.0,Completed
ORD-122,2026-08-19,Bulk Order,Item Picking,10.1,4,20.0,62,16.0,Completed
ORD-122,2026-08-19,Bulk Order,Quality Check,4.6,1,20.0,62,5.0,Completed
ORD-122,2026-08-19,Bulk Order,Packing,7.3,3,20.0,62,11.0,Completed
ORD-122,2026-08-19,Bulk Order,Labeling,2.5,1,20.0,62,2.5,Completed
ORD-122,2026-08-19,Bulk Order,Staging for Shipment,2.2,3,20.0,62,4.0,Completed
ORD-123,2026-08-03,Bulk Order,Order Received,1.9,1,20.0,55,2.0,Completed
ORD-123,2026-08-03,Bulk Order,Item Picking,9.5,3,20.0,55,16.0,Completed
ORD-123,2026-08-03,Bulk Order,Quality Check,5.8,1,20.0,55,5.0,Completed
ORD-123,2026-08-03,Bulk Order,Packing,7.9,3,20.0,55,11.0,Completed
ORD-123,2026-08-03,Bulk Order,Labeling,2.7,1,20.0,55,2.5,Completed
ORD-123,2026-08-03,Bulk Order,Staging for Shipment,2.3,3,20.0,55,4.0,Completed
ORD-124,2026-08-21,Bulk Order,Order Received,2.0,1,20.0,78,2.0,Completed
ORD-124,2026-08-21,Bulk Order,Item Picking,11.0,4,20.0,78,16.0,Completed
ORD-124,2026-08-21,Bulk Order,Quality Check,5.5,2,20.0,78,5.0,Completed
ORD-124,2026-08-21,Bulk Order,Packing,7.7,3,20.0,78,11.0,Completed
ORD-124,2026-08-21,Bulk Order,Labeling,2.6,1,20.0,78,2.5,Completed
ORD-124,2026-08-21,Bulk Order,Staging for Shipment,2.4,3,20.0,78,4.0,Completed
ORD-125,2026-08-06,Bulk Order,Order Received,2.1,1,20.0,27,2.0,Completed
ORD-125,2026-08-06,Bulk Order,Item Picking,10.3,2,20.0,27,16.0,Completed
ORD-125,2026-08-06,Bulk Order,Quality Check,4.2,1,20.0,27,5.0,Completed
ORD-125,2026-08-06,Bulk Order,Packing,7.3,2,20.0,27,11.0,Completed
ORD-125,2026-08-06,Bulk Order,Labeling,2.7,1,20.0,27,2.5,Completed
ORD-125,2026-08-06,Bulk Order,Staging for Shipment,2.3,2,20.0,27,4.0,Completed
ORD-126,2026-08-14,Bulk Order,Order Received,2.0,1,20.0,36,2.0,Completed
ORD-126,2026-08-14,Bulk Order,Item Picking,7.1,3,20.0,36,16.0,Completed
ORD-126,2026-08-14,Bulk Order,Quality Check,5.5,1,20.0,36,5.0,Completed
ORD-126,2026-08-14,Bulk Order,Packing,5.6,3,20.0,36,11.0,Completed
ORD-126,2026-08-14,Bulk Order,Labeling,2.1,1,20.0,36,2.5,Completed
ORD-126,2026-08-14,Bulk Order,Staging for Shipment,2.6,2,20.0,36,4.0,Completed
ORD-127,2026-08-11,Bulk Order,Order Received,2.6,1,20.0,65,2.0,Completed
ORD-127,2026-08-11,Bulk Order,Item Picking,11.5,4,20.0,65,16.0,Completed
ORD-127,2026-08-11,Bulk Order,Quality Check,5.8,1,20.0,65,5.0,Completed
ORD-127,2026-08-11,Bulk Order,Packing,9.0,3,20.0,65,11.0,Completed
ORD-127,2026-08-11,Bulk Order,Labeling,2.5,1,20.0,65,2.5,Completed
ORD-127,2026-08-11,Bulk Order,Staging for Shipment,2.6,3,20.0,65,4.0,Completed
ORD-128,2026-08-19,Bulk Order,Order Received,2.1,1,20.0,63,2.0,Completed
ORD-128,2026-08-19,Bulk Order,Item Picking,10.6,4,20.0,63,16.0,Completed
ORD-128,2026-08-19,Bulk Order,Quality Check,7.2,1,20.0,63,5.0,Completed
ORD-128,2026-08-19,Bulk Order,Packing,7.3,3,20.0,63,11.0,Completed
ORD-128,2026-08-19,Bulk Order,Labeling,2.7,1,20.0,63,2.5,Completed
ORD-128,2026-08-19,Bulk Order,Staging for Shipment,2.5,3,20.0,63,4.0,Completed
ORD-129,2026-08-01,Bulk Order,Order Received,2.1,1,20.0,74,2.0,Completed
ORD-129,2026-08-01,Bulk Order,Item Picking,10.2,4,20.0,74,16.0,Completed
ORD-129,2026-08-01,Bulk Order,Quality Check,4.5,2,20.0,74,5.0,Completed
ORD-129,2026-08-01,Bulk Order,Packing,8.5,3,20.0,74,11.0,Completed
ORD-129,2026-08-01,Bulk Order,Labeling,2.4,1,20.0,74,2.5,Completed
ORD-129,2026-08-01,Bulk Order,Staging for Shipment,2.4,3,20.0,74,4.0,Completed
ORD-130,2026-08-07,Bulk Order,Order Received,1.9,1,20.0,23,2.0,Completed
ORD-130,2026-08-07,Bulk Order,Item Picking,8.4,2,20.0,23,16.0,Completed
ORD-130,2026-08-07,Bulk Order,Quality Check,4.5,1,20.0,23,5.0,Completed
ORD-130,2026-08-07,Bulk Order,Packing,6.2,2,20.0,23,11.0,Completed
ORD-130,2026-08-07,Bulk Order,Labeling,2.6,1,20.0,23,2.5,Completed
ORD-130,2026-08-07,Bulk Order,Staging for Shipment,2.8,2,20.0,23,4.0,Completed
ORD-131,2026-08-19,Bulk Order,Order Received,1.9,1,20.0,40,2.0,Completed
ORD-131,2026-08-19,Bulk Order,Item Picking,8.8,3,20.0,40,16.0,Completed
ORD-131,2026-08-19,Bulk Order,Quality Check,5.3,1,20.0,40,5.0,Completed
ORD-131,2026-08-19,Bulk Order,Packing,5.5,3,20.0,40,11.0,Completed
ORD-131,2026-08-19,Bulk Order,Labeling,2.2,1,20.0,40,2.5,Completed
ORD-131,2026-08-19,Bulk Order,Staging for Shipment,2.5,2,20.0,40,4.0,Completed
ORD-132,2026-08-29,Bulk Order,Order Received,2.1,1,20.0,50,2.0,Completed
ORD-132,2026-08-29,Bulk Order,Item Picking,10.1,3,20.0,50,16.0,Completed
ORD-132,2026-08-29,Bulk Order,Quality Check,6.2,1,20.0,50,5.0,Completed
ORD-132,2026-08-29,Bulk Order,Packing,7.4,3,20.0,50,11.0,Completed
ORD-132,2026-08-29,Bulk Order,Labeling,2.7,1,20.0,50,2.5,Completed
ORD-132,2026-08-29,Bulk Order,Staging for Shipment,3.3,2,20.0,50,4.0,Completed
ORD-133,2026-08-01,Bulk Order,Order Received,2.0,1,20.0,28,2.0,Completed
ORD-133,2026-08-01,Bulk Order,Item Picking,9.2,2,20.0,28,16.0,Completed
ORD-133,2026-08-01,Bulk Order,Quality Check,5.2,1,20.0,28,5.0,Completed
ORD-133,2026-08-01,Bulk Order,Packing,6.7,2,20.0,28,11.0,Completed
ORD-133,2026-08-01,Bulk Order,Labeling,2.5,1,20.0,28,2.5,Completed
ORD-133,2026-08-01,Bulk Order,Staging for Shipment,2.7,2,20.0,28,4.0,Completed
ORD-134,2026-08-23,Bulk Order,Order Received,1.9,1,20.0,36,2.0,Completed
ORD-134,2026-08-23,Bulk Order,Item Picking,9.3,3,20.0,36,16.0,Completed
ORD-134,2026-08-23,Bulk Order,Quality Check,4.6,1,20.0,36,5.0,Completed
ORD-134,2026-08-23,Bulk Order,Packing,6.2,3,20.0,36,11.0,Completed
ORD-134,2026-08-23,Bulk Order,Labeling,2.6,1,20.0,36,2.5,Completed
ORD-134,2026-08-23,Bulk Order,Staging for Shipment,2.7,2,20.0,36,4.0,Completed
ORD-135,2026-08-29,Bulk Order,Order Received,2.4,1,20.0,45,2.0,Completed
ORD-135,2026-08-29,Bulk Order,Item Picking,11.8,3,20.0,45,16.0,Completed
ORD-135,2026-08-29,Bulk Order,Quality Check,5.7,1,20.0,45,5.0,Completed
ORD-135,2026-08-29,Bulk Order,Packing,9.6,2,20.0,45,11.0,Completed
ORD-135,2026-08-29,Bulk Order,Labeling,2.6,1,20.0,45,2.5,Completed
ORD-135,2026-08-29,Bulk Order,Staging for Shipment,3.5,2,20.0,45,4.0,Completed
ORD-136,2026-08-13,Bulk Order,Order Received,2.7,1,20.0,32,2.0,Completed
ORD-136,2026-08-13,Bulk Order,Item Picking,10.8,2,20.0,32,16.0,Completed
ORD-136,2026-08-13,Bulk Order,Quality Check,6.6,1,20.0,32,5.0,Completed
ORD-136,2026-08-13,Bulk Order,Packing,8.6,2,20.0,32,11.0,Completed
ORD-136,2026-08-13,Bulk Order,Labeling,3.4,1,20.0,32,2.5,Completed
ORD-136,2026-08-13,Bulk Order,Staging for Shipment,3.7,2,20.0,32,4.0,Completed
ORD-137,2026-08-21,Bulk Order,Order Received,2.0,1,20.0,77,2.0,Completed
ORD-137,2026-08-21,Bulk Order,Item Picking,11.9,4,20.0,77,16.0,Completed
ORD-137,2026-08-21,Bulk Order,Quality Check,5.6,1,20.0,77,5.0,Completed
ORD-137,2026-08-21,Bulk Order,Packing,7.8,3,20.0,77,11.0,Completed
ORD-137,2026-08-21,Bulk Order,Labeling,3.0,1,20.0,77,2.5,Completed
ORD-137,2026-08-21,Bulk Order,Staging for Shipment,2.5,3,20.0,77,4.0,Completed
ORD-138,2026-08-21,Bulk Order,Order Received,2.2,1,20.0,54,2.0,Completed
ORD-138,2026-08-21,Bulk Order,Item Picking,13.4,3,20.0,54,16.0,Completed
ORD-138,2026-08-21,Bulk Order,Quality Check,6.7,1,20.0,54,5.0,Completed
ORD-138,2026-08-21,Bulk Order,Packing,8.6,3,20.0,54,11.0,Completed
ORD-138,2026-08-21,Bulk Order,Labeling,3.6,1,20.0,54,2.5,Completed
ORD-138,2026-08-21,Bulk Order,Staging for Shipment,2.9,3,20.0,54,4.0,Completed
ORD-139,2026-08-02,Bulk Order,Order Received,2.0,1,20.0,49,2.0,Completed
ORD-139,2026-08-02,Bulk Order,Item Picking,11.2,3,20.0,49,16.0,Completed
ORD-139,2026-08-02,Bulk Order,Quality Check,5.3,1,20.0,49,5.0,Completed
ORD-139,2026-08-02,Bulk Order,Packing,9.4,2,20.0,49,11.0,Completed
ORD-139,2026-08-02,Bulk Order,Labeling,2.8,1,20.0,49,2.5,Completed
ORD-139,2026-08-02,Bulk Order,Staging for Shipment,2.9,2,20.0,49,4.0,Completed
ORD-140,2026-08-04,Bulk Order,Order Received,2.2,1,20.0,31,2.0,Completed
ORD-140,2026-08-04,Bulk Order,Item Picking,9.9,2,20.0,31,16.0,Completed
ORD-140,2026-08-04,Bulk Order,Quality Check,5.0,1,20.0,31,5.0,Completed
ORD-140,2026-08-04,Bulk Order,Packing,8.6,2,20.0,31,11.0,Completed
ORD-140,2026-08-04,Bulk Order,Labeling,2.7,1,20.0,31,2.5,Completed
ORD-140,2026-08-04,Bulk Order,Staging for Shipment,2.9,2,20.0,31,4.0,Completed
ORD-141,2026-08-03,Bulk Order,Order Received,2.3,1,20.0,47,2.0,Completed
ORD-141,2026-08-03,Bulk Order,Item Picking,10.7,3,20.0,47,16.0,Completed
ORD-141,2026-08-03,Bulk Order,Quality Check,5.7,1,20.0,47,5.0,Completed
ORD-141,2026-08-03,Bulk Order,Packing,9.0,2,20.0,47,11.0,Completed
ORD-141,2026-08-03,Bulk Order,Labeling,3.3,1,20.0,47,2.5,Completed
ORD-141,2026-08-03,Bulk Order,Staging for Shipment,3.4,2,20.0,47,4.0,Completed
ORD-142,2026-08-06,Bulk Order,Order Received,1.7,1,20.0,43,2.0,Completed
ORD-142,2026-08-06,Bulk Order,Item Picking,7.5,3,20.0,43,16.0,Completed
ORD-142,2026-08-06,Bulk Order,Quality Check,4.8,1,20.0,43,5.0,Completed
ORD-142,2026-08-06,Bulk Order,Packing,7.0,2,20.0,43,11.0,Completed
ORD-142,2026-08-06,Bulk Order,Labeling,2.4,1,20.0,43,2.5,Completed
ORD-142,2026-08-06,Bulk Order,Staging for Shipment,2.5,2,20.0,43,4.0,Completed
ORD-143,2026-08-30,Bulk Order,Order Received,2.9,1,20.0,43,2.0,Completed
ORD-143,2026-08-30,Bulk Order,Item Picking,11.1,3,20.0,43,16.0,Completed
ORD-143,2026-08-30,Bulk Order,Quality Check,6.9,1,20.0,43,5.0,Completed
ORD-143,2026-08-30,Bulk Order,Packing,7.7,3,20.0,43,11.0,Completed
ORD-143,2026-08-30,Bulk Order,Labeling,3.4,1,20.0,43,2.5,Completed
ORD-143,2026-08-30,Bulk Order,Staging for Shipment,4.1,2,20.0,43,4.0,Completed
ORD-144,2026-08-21,Bulk Order,Order Received,2.5,1,20.0,34,2.0,Completed
ORD-144,2026-08-21,Bulk Order,Item Picking,11.2,2,20.0,34,16.0,Completed
ORD-144,2026-08-21,Bulk Order,Quality Check,6.0,1,20.0,34,5.0,Completed
ORD-144,2026-08-21,Bulk Order,Packing,7.6,2,20.0,34,11.0,Completed
ORD-144,2026-08-21,Bulk Order,Labeling,2.7,1,20.0,34,2.5,Completed
ORD-144,2026-08-21,Bulk Order,Staging for Shipment,3.2,2,20.0,34,4.0,Completed
ORD-145,2026-08-24,Bulk Order,Order Received,2.0,1,20.0,27,2.0,Completed
ORD-145,2026-08-24,Bulk Order,Item Picking,9.1,2,20.0,27,16.0,Completed
ORD-145,2026-08-24,Bulk Order,Quality Check,4.9,1,20.0,27,5.0,Completed
ORD-145,2026-08-24,Bulk Order,Packing,6.7,2,20.0,27,11.0,Completed
ORD-145,2026-08-24,Bulk Order,Labeling,2.4,1,20.0,27,2.5,Completed
ORD-145,2026-08-24,Bulk Order,Staging for Shipment,2.7,2,20.0,27,4.0,Completed
ORD-146,2026-08-22,Bulk Order,Order Received,2.5,1,20.0,62,2.0,Completed
ORD-146,2026-08-22,Bulk Order,Item Picking,12.6,4,20.0,62,16.0,Completed
ORD-146,2026-08-22,Bulk Order,Quality Check,7.2,1,20.0,62,5.0,Completed
ORD-146,2026-08-22,Bulk Order,Packing,10.0,3,20.0,62,11.0,Completed
ORD-146,2026-08-22,Bulk Order,Labeling,3.4,1,20.0,62,2.5,Completed
ORD-146,2026-08-22,Bulk Order,Staging for Shipment,3.0,3,20.0,62,4.0,Completed
ORD-147,2026-08-25,Bulk Order,Order Received,2.6,1,20.0,25,2.0,Completed
ORD-147,2026-08-25,Bulk Order,Item Picking,11.7,2,20.0,25,16.0,Completed
ORD-147,2026-08-25,Bulk Order,Quality Check,6.4,1,20.0,25,5.0,Completed
ORD-147,2026-08-25,Bulk Order,Packing,8.3,2,20.0,25,11.0,Completed
ORD-147,2026-08-25,Bulk Order,Labeling,3.2,1,20.0,25,2.5,Completed
ORD-147,2026-08-25,Bulk Order,Staging for Shipment,3.8,2,20.0,25,4.0,Completed
ORD-148,2026-08-01,Bulk Order,Order Received,2.8,1,20.0,69,2.0,Completed
ORD-148,2026-08-01,Bulk Order,Item Picking,13.9,4,20.0,69,16.0,Completed
ORD-148,2026-08-01,Bulk Order,Quality Check,6.2,2,20.0,69,5.0,Completed
ORD-148,2026-08-01,Bulk Order,Packing,9.8,3,20.0,69,11.0,Completed
ORD-148,2026-08-01,Bulk Order,Labeling,3.4,1,20.0,69,2.5,Completed
ORD-148,2026-08-01,Bulk Order,Staging for Shipment,3.2,3,20.0,69,4.0,Completed
ORD-149,2026-08-28,Bulk Order,Order Received,2.5,1,20.0,60,2.0,Completed
ORD-149,2026-08-28,Bulk Order,Item Picking,12.4,3,20.0,60,16.0,Completed
ORD-149,2026-08-28,Bulk Order,Quality Check,5.6,1,20.0,60,5.0,Completed
ORD-149,2026-08-28,Bulk Order,Packing,8.0,3,20.0,60,11.0,Completed
ORD-149,2026-08-28,Bulk Order,Labeling,2.7,1,20.0,60,2.5,Completed
ORD-149,2026-08-28,Bulk Order,Staging for Shipment,2.6,3,20.0,60,4.0,Completed
ORD-150,2026-08-15,Bulk Order,Order Received,2.2,1,20.0,78,2.0,Completed
ORD-150,2026-08-15,Bulk Order,Item Picking,10.3,4,20.0,78,16.0,Completed
ORD-150,2026-08-15,Bulk Order,Quality Check,5.8,1,20.0,78,5.0,Completed
ORD-150,2026-08-15,Bulk Order,Packing,6.1,4,20.0,78,11.0,Completed
ORD-150,2026-08-15,Bulk Order,Labeling,2.4,1,20.0,78,2.5,Completed
ORD-150,2026-08-15,Bulk Order,Staging for Shipment,2.3,3,20.0,78,4.0,Completed
